Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,224.099,,5.69e+06,B,186 443.69,-,231 052.9,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)5d,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,224.117,,8.54e+06,B,186 466.02,-,231 071.7,2s2p(3P°)3p,4P,5/2,2s2p(<sup>3</sup>P°)5d,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,224.212,,1.33e+07,B,186 466.02,-,231 052.9,2s2p(3P°)3p,4P,5/2,2s2p(<sup>3</sup>P°)5d,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,226.652,,8.39e+05,B,181 711.03,-,225 817.8,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)5s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,226.781,,7.54e+06,B,181 736.05,-,225 817.8,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)5s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,226.815,,2.09e+06,B,181 696.66,-,225 771.8,2s2p(3P°)3p,4D,1/2,2s2p(<sup>3</sup>P°)5s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,226.889,,1.34e+07,B,181 711.03,-,225 771.8,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)5s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,226.938,,2.09e+07,B,181 696.66,-,225 748.0,2s2p(3P°)3p,4D,1/2,2s2p(<sup>3</sup>P°)5s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,226.968,,3.34e+07,B,181 772.41,-,225 817.8,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)5s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,227.012,,2.09e+07,B,181 711.03,-,225 748.0,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)5s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,227.018,,2.63e+07,B,181 736.05,-,225 771.8,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)5s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,232.350,,1.40e+00,A,0.00,-,43 025.3,2s22p,2P°,1/2,2s2p<sup>2</sup>,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7354&amp;comment_code=n&amp;element=C&amp;spectr_charge=2&amp;ref=7354&amp;type=,
,232.469,,5.99e+01,A,0.00,-,43 003.3,2s22p,2P°,1/2,2s2p<sup>2</sup>,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7354&amp;comment_code=n&amp;element=C&amp;spectr_charge=2&amp;ref=7354&amp;type=,
,232.540,,4.43e+01,A,63.42,-,43 053.6,2s22p,2P°,3/2,2s2p<sup>2</sup>,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7049&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7049&amp;type=,
,232.693,,8.49e+00,A,63.42,-,43 025.3,2s22p,2P°,3/2,2s2p<sup>2</sup>,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7354&amp;comment_code=n&amp;element=C&amp;spectr_charge=2&amp;ref=7354&amp;type=,
,232.812,,6.78e+01,A,63.42,-,43 003.3,2s22p,2P°,3/2,2s2p<sup>2</sup>,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7354&amp;comment_code=n&amp;element=C&amp;spectr_charge=2&amp;ref=7354&amp;type=,
,240.1760,,2.57e+07,B,131 724.37,-,173 347.84,2s23p,2P°,1/2,2s<sup>2</sup>5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,240.2403,,5.13e+07,B,131 735.52,-,173 347.84,2s23p,2P°,3/2,2s<sup>2</sup>5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,242.662,,3.46e+05,C+,145 549.27,-,186 746.3,2s23d,2D,3/2,2s<sup>2</sup>7p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,242.665,,3.46e+06,B,145 549.27,-,186 745.9,2s23d,2D,3/2,2s<sup>2</sup>7p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,242.671,,3.11e+06,B,145 550.70,-,186 746.3,2s23d,2D,5/2,2s<sup>2</sup>7p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,243.077,,4.47e+06,B,184 690.98,-,225 817.8,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)5s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,243.349,,4.45e+06,B,184 690.98,-,225 771.8,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)5s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,243.490,,4.44e+06,B,184 690.98,-,225 748.0,2s2p(3P°)3p,4S,3/2,2s2p(<sup>3</sup>P°)5s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
250.912,250.9126,250,4.71e+07,A,110 624.17,-,150 466.69,2s2p2,2P,1/2,2p<sup>3</sup>,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1113&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=1113&amp;type=
,251.1735,,9.27e+06,A,110 665.56,-,150 466.69,2s2p2,2P,3/2,2p<sup>3</sup>,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,
251.206,251.2058,350,5.61e+07,A,110 665.56,-,150 461.58,2s2p2,2P,3/2,2p<sup>3</sup>,2D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1113&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=1113&amp;type=
,253.898,,8.65e+06,B,186 443.69,-,225 817.8,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)5s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.042,,2.01e+07,B,186 466.02,-,225 817.8,2s2p(3P°)3p,4P,5/2,2s2p(<sup>3</sup>P°)5s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.089,,1.20e+07,B,186 427.35,-,225 771.8,2s2p(3P°)3p,4P,1/2,2s2p(<sup>3</sup>P°)5s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.195,,3.83e+06,B,186 443.69,-,225 771.8,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)5s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.243,,4.78e+06,B,186 427.35,-,225 748.0,2s2p(3P°)3p,4P,1/2,2s2p(<sup>3</sup>P°)5s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.339,,1.29e+07,B,186 466.02,-,225 771.8,2s2p(3P°)3p,4P,5/2,2s2p(<sup>3</sup>P°)5s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.349,,2.39e+07,B,186 443.69,-,225 748.0,2s2p(3P°)3p,4P,3/2,2s2p(<sup>3</sup>P°)5s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.370,,2.86e+04,C,195 765.85,-,235 066.8,2s2p(3P°)3d,4F°,5/2,2s2p(<sup>3</sup>P°)6p,4D,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.499,,5.62e+05,B,195 785.74,-,235 066.8,2s2p(3P°)3d,4F°,7/2,2s2p(<sup>3</sup>P°)6p,4D,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.516,,5.25e+04,C,195 752.58,-,235 031,2s2p(3P°)3d,4F°,3/2,2s2p(<sup>3</sup>P°)6p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.602,,9.58e+05,B,195 765.85,-,235 031,2s2p(3P°)3d,4F°,5/2,2s2p(<sup>3</sup>P°)6p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.646,,1.10e+06,B,195 752.58,-,235 011,2s2p(3P°)3d,4F°,3/2,2s2p(<sup>3</sup>P°)6p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.680,,4.92e+06,B,195 813.66,-,235 066.8,2s2p(3P°)3d,4F°,9/2,2s2p(<sup>3</sup>P°)6p,4D,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.730,,5.50e+06,B,195 752.58,-,234 998,2s2p(3P°)3d,4F°,3/2,2s2p(<sup>3</sup>P°)6p,4D,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.731,,4.49e+06,B,195 785.74,-,235 031,2s2p(3P°)3d,4F°,7/2,2s2p(<sup>3</sup>P°)6p,4D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,254.732,,4.42e+06,B,195 765.85,-,235 011,2s2p(3P°)3d,4F°,5/2,2s2p(<sup>3</sup>P°)6p,4D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
257.483,,250w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1113&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=1113&amp;type=
,259.1398,,2.04e+07,B,182 023.86,-,220 601.53,2s2p(3P°)3p,2P,1/2,2s2p(<sup>3</sup>P°)4d,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,259.1840,,2.45e+07,B,182 043.41,-,220 614.51,2s2p(3P°)3p,2P,3/2,2s2p(<sup>3</sup>P°)4d,2D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,259.2712,,4.08e+06,B,182 043.41,-,220 601.53,2s2p(3P°)3p,2P,3/2,2s2p(<sup>3</sup>P°)4d,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.1072,,3.33e+06,B,181 696.66,-,220 130.86,2s2p(3P°)3p,4D,1/2,2s2p(<sup>3</sup>P°)4d,4D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.1434,,6.65e+06,B,181 696.66,-,220 125.51,2s2p(3P°)3p,4D,1/2,2s2p(<sup>3</sup>P°)4d,4D°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.1466,,3.10e+06,B,181 711.03,-,220 139.41,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)4d,4D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.2045,,5.32e+06,B,181 711.03,-,220 130.86,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)4d,4D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.2407,,6.64e+06,B,181 711.03,-,220 125.51,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)4d,4D°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.2410,,1.89e+06,B,181 736.05,-,220 150.49,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)4d,4D°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.3161,,7.61e+06,B,181 736.05,-,220 139.41,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)4d,4D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.3741,,4.64e+06,B,181 736.05,-,220 130.86,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)4d,4D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.4876,,1.14e+07,B,181 772.41,-,220 150.49,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)4d,4D°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,260.5628,,2.51e+06,B,181 772.41,-,220 139.41,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)4d,4D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,262.0210,,5.04e+06,B,150 461.58,-,188 615.07,2p3,2D°,5/2,2s2p(<sup>3</sup>P°)3p,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,262.0561,,3.60e+05,B,150 466.69,-,188 615.07,2p3,2D°,3/2,2s2p(<sup>3</sup>P°)3p,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,262.2535,,5.39e+05,B,150 461.58,-,188 581.25,2p3,2D°,5/2,2s2p(<sup>3</sup>P°)3p,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,262.2887,,4.85e+06,B,150 466.69,-,188 581.25,2p3,2D°,3/2,2s2p(<sup>3</sup>P°)3p,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.0532,,4.90e+07,B,181 696.66,-,219 556.54,2s2p(3P°)3p,4D,1/2,2s2p(<sup>3</sup>P°)4d,4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.0585,,5.25e+07,B,181 711.03,-,219 570.15,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)4d,4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.0892,,6.00e+07,B,181 736.05,-,219 590.76,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)4d,4F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.1398,,6.99e+07,B,181 772.41,-,219 619.88,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)4d,4F°,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.1534,,1.96e+07,B,181 711.03,-,219 556.54,2s2p(3P°)3p,4D,3/2,2s2p(<sup>3</sup>P°)4d,4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.2331,,1.70e+07,B,181 736.05,-,219 570.15,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)4d,4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.3282,,1.40e+06,B,181 736.05,-,219 556.54,2s2p(3P°)3p,4D,5/2,2s2p(<sup>3</sup>P°)4d,4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.3432,,9.94e+06,B,181 772.41,-,219 590.76,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)4d,4F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,264.4873,,6.73e+05,B,181 772.41,-,219 570.15,2s2p(3P°)3p,4D,7/2,2s2p(<sup>3</sup>P°)4d,4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,266.9864,,5.08e+06,B,145 549.27,-,182 993.23,2s23d,2D,3/2,2s<sup>2</sup>6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,272.7306,,6.63e+06,B,177 774.59,-,214 429.95,2s2p(3P°)3s,2P°,1/2,2s2p(<sup>3</sup>P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,272.8717,,3.31e+07,B,177 793.54,-,214 429.95,2s2p(3P°)3s,2P°,3/2,2s2p(<sup>3</sup>P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,272.9214,,2.65e+07,B,177 774.59,-,214 404.33,2s2p(3P°)3s,2P°,1/2,2s2p(<sup>3</sup>P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
,273.0627,,1.32e+07,B,177 793.54,-,214 404.33,2s2p(3P°)3s,2P°,3/2,2s2p(<sup>3</sup>P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
274.128,,350l,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1113&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=1113&amp;type=
274.649,274.6488,250,4.36e+07,B,131 724.37,-,168 123.74,2s23p,2P°,1/2,2s<sup>2</sup>4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1113&amp;comment_code=&amp;element=C&amp;spectr_charge=2&amp;ref=1113&amp;type=
,274.7276,,5.23e+07,B,131 735.52,-,168 124.45,2s23p,2P°,3/2,2s<sup>2</sup>4d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5109&amp;comment_code=LS&amp;element=C&amp;spectr_charge=2&amp;ref=5109&amp;type=,
